crr_Nom;psu_Nem;psu_Leng;psu_Mate;psu_Cie;psu_Pond;Longitud;Latitud;cred_apr;distancia;F;M;PARTICULAR_SUBVENCIONADO;PARTICULAR_PAGADO;MUNICIPAL;c1;c2;c3;c4
INGENIERIA CIVIL INFORMATICA;579;547;650;524;598;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;577;560;634;629;594;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;435;490;713;582;590;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;542;582;604;559;573;-73.1087854;-36.7182935;0;13.878846;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;558;508;606;559;564;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRONICA;661;668;686;642;670;-73.1087854;-36.7182935;0;13.878846;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;558;537;750;697;662;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;641;620;688;614;655;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;723;657;601;645;649;-73.1087854;-36.7182935;0;13.878846;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;599;650;667;645;644;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;682;664;629;605;644;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;641;541;694;596;643;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;682;550;667;576;640;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INFORMATICA;723;635;606;604;639;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL MECANICA;661;536;667;619;639;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;661;614;640;608;637;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;682;531;633;616;627;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL ELECTRONICA;682;534;633;603;626;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL QUIMICA;661;571;633;600;626;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INFORMATICA;641;618;624;609;625;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL METALURGICA;661;502;645;548;613;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;682;521;609;567;608;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;620;524;673;468;607;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;373;642;686;580;585;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;641;499;615;485;585;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;538;603;608;466;568;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;538;473;631;511;566;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;661;570;516;531;563;-73.1087854;-36.7182935;0;13.878846;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;641;527;565;520;558;-73.1087854;-36.7182935;0;13.878846;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRICA;599;322;614;576;561;-73.0316809;-36.7997366;36;3.2608;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL;791;646;617;681;720;-73.0316809;-36.7997366;0;3.2608;0;1;0;0;1;0;1;0;0
INGENIERiA CIVIL DE MINAS;657;646;673;605;703;-73.0316809;-36.7997366;0;3.2608;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;599;483;630;625;599;-73.0316809;-36.7997366;0;3.2608;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL METALURGICA;805;573;603;539;639;-72.4000416;-36.39818;24;74.319509;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;702;560;582;541;634;-72.4000416;-36.39818;0;74.319509;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;702;506;561;461;577;-72.4000416;-36.39818;0;74.319509;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL METALURGICA;723;672;682;644;698;-73.1468137;-36.9695126;36;18.458224;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL;795;590;702;662;732;-73.1468137;-36.9695126;35;18.458224;0;1;0;0;1;0;1;0;0
INGENIERiA CIVIL DE MINAS;651;657;686;662;683;-73.1468137;-36.9695126;30;18.458224;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;754;711;669;767;727;-73.1468137;-36.9695126;24;18.458224;0;1;0;0;1;1;0;0;0
INGENIERiA CIVIL DE MINAS;713;639;696;660;695;-73.1468137;-36.9695126;24;18.458224;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;651;657;637;589;641;-73.1468137;-36.9695126;24;18.458224;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL;744;684;713;701;727;-73.1468137;-36.9695126;21;18.458224;0;1;0;0;1;1;0;0;0
INGENIERIA CIVIL METALURGICA;698;650;656;626;672;-73.1468137;-36.9695126;21;18.458224;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;688;624;681;606;692;-73.1468137;-36.9695126;19;18.458224;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;678;574;668;634;667;-73.1468137;-36.9695126;18;18.458224;0;1;0;0;1;0;1;0;0
INGENIERiA CIVIL DE MINAS;698;650;634;626;664;-73.1468137;-36.9695126;15;18.458224;0;1;0;0;1;0;1;0;0
INGENIERiA CIVIL DE MINAS;651;660;669;630;657;-73.1468137;-36.9695126;15;18.458224;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;692;672;669;677;682;-73.1468137;-36.9695126;11;18.458224;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRONICA;651;657;637;589;659;-73.1468137;-36.9695126;0;18.458224;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL MECANICA;651;556;732;660;671;-72.2184294;-36.5038645;40;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRICA;672;624;637;606;660;-72.2184294;-36.5038645;38;81.521729;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL;702;684;669;615;690;-72.2184294;-36.5038645;0;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRICA;698;657;751;629;722;-72.2184294;-36.5038645;36;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL;795;650;682;681;736;-72.2184294;-36.5038645;30;81.521729;1;0;0;0;1;1;0;0;0
INGENIERIA CIVIL MECANICA;694;669;801;653;736;-72.2184294;-36.5038645;30;81.521729;0;1;0;0;1;1;0;0;0
INGENIERIA CIVIL QUIMICA;758;694;663;660;728;-72.2184294;-36.5038645;27;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL;744;541;660;626;687;-72.2184294;-36.5038645;27;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;729;554;681;602;699;-72.2184294;-36.5038645;26;81.521729;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL MECANICA;702;571;660;626;671;-72.2184294;-36.5038645;25;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;698;607;737;726;721;-72.2184294;-36.5038645;25;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL;754;684;682;660;725;-72.2184294;-36.5038645;24;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;734;639;669;623;699;-72.2184294;-36.5038645;23;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;758;646;812;635;771;-72.2184294;-36.5038645;23;81.521729;0;1;0;0;1;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;713;574;704;656;706;-72.2184294;-36.5038645;20;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;579;653;685;591;628;-72.2184294;-36.5038645;15;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;744;501;606;605;625;-72.2184294;-36.5038645;15;81.521729;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL QUIMICA;744;642;699;645;694;-72.2184294;-36.5038645;15;81.521729;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL MECANICA;647;531;794;573;684;-72.2184294;-36.5038645;15;81.521729;0;1;0;0;1;1;0;0;0
INGENIERIA CIVIL - PLAN COMUN;620;628;660;601;635;-72.2184294;-36.5038645;0;81.521729;0;1;0;0;1;0;0;0;1
INGENIERiA CIVIL DE MINAS;729;554;681;602;691;-72.2184294;-36.5038645;0;81.521729;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;579;620;707;630;635;-72.2184294;-36.5038645;0;81.521729;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;744;559;658;589;695;-72.2184294;-36.5038645;0;81.521729;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;667;559;646;550;645;-72.2184294;-36.5038645;0;81.521729;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;723;595;677;624;668;-72.1074463;-36.6069583;37;86.552723;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;805;501;637;571;649;-72.1074463;-36.6069583;36;86.552723;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;764;642;694;724;708;-72.1074463;-36.6069583;30;86.552723;1;0;0;0;1;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;785;650;715;677;717;-72.1074463;-36.6069583;28;86.552723;1;0;0;0;1;1;0;0;0
INGENIERIA CIVIL;764;773;679;653;710;-72.1074463;-36.6069583;27;86.552723;1;0;0;0;1;1;0;0;0
INGENIERIA CIVIL QUIMICA;785;695;675;671;705;-72.1074463;-36.6069583;26;86.552723;1;0;0;0;1;1;0;0;0
INGENIERIA CIVIL METALURGICA;754;590;628;579;678;-72.1074463;-36.6069583;23;86.552723;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;750;502;556;488;631;-72.1074463;-36.6069583;15;86.552723;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;659;531;601;545;612;-72.1074463;-36.6069583;12;86.552723;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL METALURGICA;760;534;625;619;675;-72.1074463;-36.6069583;9;86.552723;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;702;597;620;611;636;-72.1074463;-36.6069583;3;86.552723;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;744;536;644;507;632;-72.1074463;-36.6069583;0;86.552723;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;723;641;661;587;662;-72.1074463;-36.6069583;0;86.552723;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;723;614;649;605;656;-72.1074463;-36.6069583;0;86.552723;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;661;591;569;574;596;-72.1074463;-36.6069583;0;86.552723;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL METALURGICA;647;574;653;593;637;-72.1074463;-36.6069583;0;86.552723;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL INFORMATICA;702;526;628;587;625;-72.1074463;-36.6069583;0;86.552723;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL INDUSTRIAL;744;657;662;615;710;-72.0328054;-37.6656935;35;128.645862;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRICA;651;591;630;614;642;-72.0328054;-37.6656935;28;128.645862;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;744;639;634;602;710;-72.0328054;-37.6656935;17;128.645862;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;620;466;576;537;565;-72.0328054;-37.6656935;8;128.645862;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;639;591;630;614;642;-72.0328054;-37.6656935;6;128.645862;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL AEROESPACIAL;744;607;649;693;673;-72.0328054;-37.6656935;0;128.645862;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;702;494;596;543;599;-72.0328054;-37.6656935;0;128.645862;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;620;689;640;609;638;-72.0328054;-37.6656935;0;128.645862;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;744;530;512;488;569;-72.0328054;-37.6656935;0;128.645862;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL QUIMICA;805;747;671;767;730;-73.1619262;-37.0841978;36;30.464964;0;1;0;0;1;1;0;0;0
INGENIERIA CIVIL INDUSTRIAL;785;547;763;682;724;-73.1619262;-37.0841978;36;30.464964;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;702;590;763;716;715;-73.1619262;-37.0841978;36;30.464964;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL QUIMICA;785;510;750;677;712;-73.1619262;-37.0841978;36;30.464964;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;764;696;640;667;683;-73.1619262;-37.0841978;36;30.464964;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL MECANICA;708;586;651;556;669;-73.1619262;-37.0841978;34;30.464964;1;0;0;0;1;0;0;1;0
INGENIERIA CIVIL INFORMATICA;754;606;633;589;694;-73.1619262;-37.0841978;31;30.464964;0;1;0;0;1;0;1;0;0
INGENIERiA CIVIL DE MINAS;734;633;611;666;704;-73.1619262;-37.0841978;21;30.464964;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL;723;561;738;602;687;-73.1619262;-37.0841978;19;30.464964;0;1;0;0;1;0;1;0;0
INGENIERiA CIVIL DE MINAS;744;594;702;626;690;-73.1619262;-37.0841978;15;30.464964;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;744;583;595;518;619;-73.1619262;-37.0841978;9;30.464964;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;672;560;571;545;616;-73.1619262;-37.0841978;6;30.464964;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRICA;744;626;650;616;665;-73.1619262;-37.0841978;0;30.464964;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;647;694;639;591;653;-73.1619262;-37.0841978;0;30.464964;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;672;560;571;545;616;-73.1619262;-37.0841978;0;30.464964;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL AEROESPACIAL;744;598;657;626;665;-73.1619262;-37.0841978;0;30.464964;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;641;605;667;634;-73.1619262;-37.0841978;0;30.464964;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;661;546;626;548;611;-73.1619262;-37.0841978;0;30.464964;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;620;524;620;538;593;-73.1619262;-37.0841978;0;30.464964;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;682;458;583;410;563;-73.1619262;-37.0841978;0;30.464964;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL METALURGICA;744;567;652;613;656;-73.030835;-36.9230871;36;10.464143;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;682;492;626;576;612;-73.030835;-36.9230871;18;10.464143;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;682;682;620;614;644;-73.030835;-36.9230871;17;10.464143;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL;805;609;701;680;710;-73.030835;-36.9230871;15;10.464143;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL;744;631;740;651;711;-73.030835;-36.9230871;8;10.464143;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;641;650;725;623;677;-73.030835;-36.9230871;8;10.464143;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;435;623;606;589;563;-73.030835;-36.9230871;0;10.464143;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INFORMATICA;599;648;708;605;656;-73.030835;-36.9230871;0;10.464143;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;682;537;624;583;619;-73.030835;-36.9230871;0;10.464143;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;641;510;626;537;599;-73.030835;-36.9230871;0;10.464143;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;661;541;591;525;591;-73.030835;-36.9230871;0;10.464143;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;641;536;574;548;581;-73.030835;-36.9230871;0;10.464143;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;641;513;602;468;578;-73.030835;-36.9230871;0;10.464143;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;599;541;572;542;570;-73.030835;-36.9230871;0;10.464143;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;538;559;583;526;560;-73.030835;-36.9230871;0;10.464143;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL INFORMATICA;672;680;607;521;674;-72.3526121;-37.4729896;31;93.794562;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;682;602;573;582;606;-72.3526121;-37.4729896;22;93.794562;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;682;638;618;619;637;-72.3526121;-37.4729896;0;93.794562;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL INFORMATICA;682;602;573;582;606;-72.3526121;-37.4729896;0;93.794562;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;703;581;560;417;577;-73.1559159;-37.0117713;9;22.92729;1;0;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;662;571;636;547;619;-73.1559159;-37.0117713;0;22.92729;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRONICA;662;594;686;604;654;-72.9564428;-36.6139702;36;24.892352;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;784;582;681;571;713;-72.9564428;-36.6139702;32;24.892352;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;703;660;562;602;649;-72.9564428;-36.6139702;0;24.892352;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;684;565;560;472;614;-72.9564428;-36.6139702;0;24.892352;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL BIOMEDICA;684;565;560;472;614;-72.9564428;-36.6139702;0;24.892352;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL INFORMATICA;723;591;661;590;655;-72.9564428;-36.6139702;0;24.892352;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;723;620;618;537;632;-72.9564428;-36.6139702;0;24.892352;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL ELECTRICA;662;583;651;568;636;-72.346225;-37.472661;33;94.135311;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;682;702;690;675;688;-72.346225;-37.472661;27;94.135311;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;417;590;694;680;607;-72.346225;-37.472661;19;94.135311;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;417;598;661;655;590;-72.346225;-37.472661;9;94.135311;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INFORMATICA;743;628;663;596;675;-73.0495432;-36.8295994;37;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL AEROESPACIAL;658;639;629;635;650;-73.0495432;-36.8295994;37;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL BIOMEDICA;743;607;661;619;667;-73.0495432;-36.8295994;37;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;621;625;617;571;620;-73.0495432;-36.8295994;36;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL MECANICA;662;668;636;609;643;-73.0495432;-36.8295994;36;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL METALURGICA;601;589;671;655;639;-73.0495432;-36.8295994;36;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;580;560;682;543;617;-73.0495432;-36.8295994;36;1.19205;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;743;524;627;433;611;-73.0495432;-36.8295994;36;1.19205;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INFORMATICA;784;641;682;576;685;-73.0495432;-36.8295994;34;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;662;600;701;620;664;-73.0495432;-36.8295994;34;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;641;650;666;520;635;-73.0495432;-36.8295994;34;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL;764;611;681;552;681;-73.0495432;-36.8295994;33;1.19205;1;0;0;0;1;0;0;1;0
INGENIERIA CIVIL;719;563;673;623;683;-73.0495432;-36.8295994;30;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;723;606;630;602;677;-73.0495432;-36.8295994;29;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INDUSTRIAL;621;618;741;686;674;-73.0495432;-36.8295994;29;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;743;678;659;634;687;-73.0495432;-36.8295994;28;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;678;487;625;561;629;-73.0495432;-36.8295994;28;1.19205;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INFORMATICA;682;674;688;596;671;-73.0495432;-36.8295994;28;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL ELECTRICA;641;678;640;552;633;-73.0495432;-36.8295994;28;1.19205;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL;764;704;659;617;694;-73.0495432;-36.8295994;27;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;580;568;686;655;637;-73.0495432;-36.8295994;27;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;723;569;670;494;642;-73.0495432;-36.8295994;27;1.19205;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INFORMATICA;519;473;609;623;568;-73.0495432;-36.8295994;27;1.19205;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INDUSTRIAL;743;634;641;624;695;-73.0495432;-36.8295994;26;1.19205;1;0;0;0;1;0;1;0;0
INGENIERIA CIVIL;768;574;658;601;700;-73.0495432;-36.8295994;21;1.19205;0;1;0;0;1;0;1;0;0
INGENIERiA CIVIL DE MINAS;662;562;725;637;675;-73.0495432;-36.8295994;21;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL DE MATERIALES;601;532;606;492;577;-73.0495432;-36.8295994;21;1.19205;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL DE MATERIALES;703;575;625;494;617;-73.0495432;-36.8295994;19;1.19205;1;0;0;0;1;0;0;1;0
INGENIERIA CIVIL INFORMATICA;662;567;640;542;620;-73.0495432;-36.8295994;18;1.19205;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL BIOMEDICA;662;664;640;623;647;-73.0495432;-36.8295994;17;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;621;537;612;592;620;-73.0495432;-36.8295994;15;1.19205;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;703;552;659;564;645;-73.0495432;-36.8295994;12;1.19205;1;0;0;0;1;0;0;1;0
INGENIERIA CIVIL;743;697;629;626;700;-73.0495432;-36.8295994;11;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL;764;657;624;602;700;-73.0495432;-36.8295994;10;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL INFORMATICA;723;703;694;604;689;-73.0495432;-36.8295994;10;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL - PLAN COMUN;784;629;628;562;657;-73.0495432;-36.8295994;10;1.19205;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL EN TELECOMUNICACIONES;560;534;633;526;584;-73.0495432;-36.8295994;10;1.19205;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL INFORMATICA;621;655;671;543;637;-73.0495432;-36.8295994;9;1.19205;0;1;0;0;1;0;1;0;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;641;619;622;526;612;-73.0495432;-36.8295994;8;1.19205;1;0;0;0;1;0;0;1;0
INGENIERIA CIVIL EN TELECOMUNICACIONES;560;585;615;594;594;-73.0495432;-36.8295994;8;1.19205;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL INFORMATICA;601;536;614;567;592;-73.0495432;-36.8295994;8;1.19205;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL MECANICA;621;470;622;537;586;-73.0495432;-36.8295994;8;1.19205;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;621;608;603;552;601;-73.0495432;-36.8295994;6;1.19205;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL METALURGICA;723;597;633;515;666;-73.0495432;-36.8295994;3;1.19205;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL METALURGICA;723;597;633;515;666;-73.0495432;-36.8295994;3;1.19205;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL DE MATERIALES;611;603;514;540;572;-73.0495432;-36.8295994;3;1.19205;0;1;0;0;1;0;0;0;1
INGENIERIA CIVIL - PLAN COMUN;662;735;554;537;606;-73.0495432;-36.8295994;0;1.19205;0;1;0;0;1;0;0;1;0
INGENIERIA CIVIL - PLAN COMUN;743;601;543;504;596;-73.0495432;-36.8295994;0;1.19205;1;0;0;0;1;0;0;0;1
